Claimed,Modified Date,Created Date,Created By,Logo,Name,Short description,Company size,Crunchbase,LinkedIn,Long description,Technical description,Website,Funding round,1 Founder Name,1 Founder Type,Key Features,CEO Name,Developer Help,Funding amount,Number of clients,N1 verified,Client,Demo,Profile completion,Date founded,Domain list,_id,2 Founder Name,3 Founder Name,2 Founder Type,3 Founder Type,Slug,4 Founder Type,4 Founder Name,Hidden,Claimed by,Policy list
,2024-07-17T14:28:16.260Z,2024-07-11T09:33:00.284Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720690323916x630139233753183200/Terrapay.jpeg,Terrapay,"TerraPay is a mobile-first payments service that allows anyone, anywhere, to send money to a mobile number instantly.",251-500,https://www.crunchbase.com/organization/terrapay,https://www.linkedin.com/company/terrapay/,"Terrapay is a global payments infrastructure company that connects mobile wallets, bank accounts, and cards to enable seamless cross-border transactions. The company partners with banks, mobile wallets, and other financial institutions to provide a scalable and secure payments platform. ","Terrapay's technology powers global payments by integrating with mobile wallets, bank accounts, and cards to enable real-time, cross-border transactions. The company's platform is built on a scalable and secure infrastructure that can process 97% of transactions in under 60 seconds. Terrapay's AI-powered compliance solution automates onboarding and compliance checks to ensure a secure payment system. 

Tech Attributes

Global Payments Infrastructure: Terrapay's network connects over 2.1 billion mobile wallets, enabling cross-border payments in local currencies across 210+ send and 140+ receive countries. 
Scalable and Secure Platform: Terrapay's platform is designed for high availability, with 99.99% uptime, and its AI-powered compliance solution ensures a secure payment system. 
Seamless Integration: Terrapay's technology allows for seamless integration with mobile wallets, bank accounts, and cards, enabling instant, secure payouts for businesses. 
Compliance and Regulation: Terrapay is licensed and regulated in over 30 markets, ensuring that its services adhere to local regulations and compliance requirements.",https://www.terrapay.com/,,Akbar Hussain,Founder,,,,€153.2M,0,,,,65.0,2013-12-31T19:30:00.000Z,,1720690380284x969049689852369300,Ani Sane,Ram Sundaram,Founder,Founder,,,,,,
,2024-07-17T14:28:17.432Z,2024-07-11T09:52:44.663Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720691586948x331914657998756860/volt.png,Volt,Volt is a fintech company that is building a global real-time payments network using open banking technology.,101-250,https://www.crunchbase.com/organization/volt-12ab,https://www.linkedin.com/company/voltio/,"Volt is accelerating a global real-time revolution by creating a single gateway to a world of account-to-account payments. The result is an unrivalled open payments power grid, where money flows and conversion are expertly optimised. This network of networks, powered by open banking, is transforming how money moves on a global scale.","Volt uses API connectivity and a unique payment orchestration model to harmonise complex APIs into one interoperable standard with a single point of access. The company has integrated domestic networks across territories to eliminate single points of failure and smart routes payments for performance to optimise conversion and increase revenue capture.

Tech Attributes

Reach
Volt has harmonised a world of complex APIs into one interoperable standard with a single point of access.
Built to Scale
Volt's vision is a one-stop solution to global connectivity, integrating domestic networks as they launch.
Connectivity
With multiple connections to banks across territories, Volt eliminates having a single point of failure.
Optimisation
Volt smart routes payments for performance to optimise conversion and increase revenue capture.",https://www.volt.io/,Series B,Jordan Lawrence,Founder,,Tom Greenwood,,$87.8M,0,,,,71.0,2019-09-30T19:30:00.000Z,,1720691564663x957109696693786900, Steffen Vollert,Tom Greenwood,Founder,Founder,,,,,,
,2024-07-22T12:36:38.765Z,2024-07-11T10:05:50.091Z,admin_user_nayaone-compass_test,,Form3 ,"Form3 is a cloud native payments-as-a-service platform that designs, builds, and manages payment technology.",251-500,https://www.crunchbase.com/organization/form3-financial-cloud,,"Form3 is a fintech company that provides a modern, cloud-native, real-time account-to-account payment platform. They aim to revolutionize the way payments work by removing reliance on outdated, complex, and costly payments infrastructure.","Form3's enterprise-grade payment technology platform is built using microservices and designed to be highly scalable, adaptable, and resilient. The platform was built from the ground up to be ""future-proof, risk resilient and will scale along with [clients'] growth"". Form3 adopts a ""build to run"" development approach, with monitoring, alerting, and reporting built into the platform.

Tech Attributes

Cloud-Native Architecture: Form3's platform is built on a cloud-native, microservices-based architecture, allowing for high scalability, adaptability, and resilience.
Real-Time Payments: The platform enables real-time account-to-account payments, providing clients with the ability to dynamically scale as payment volumes peak.
Regulatory Compliance: Form3 shields customers from regulatory changes, alleviating the burden of managing payments infrastructure, compliance, and security.
Fraud Prevention: Form3 has launched a new authorized push payment fraud (APP fraud) prevention solution, powered by Feedzai, to leverage collaborative intelligence and determine the risk of payments in real-time.
Flexibility and Growth: The platform is designed to keep up with changing environments, channels, schemes, and regulations, enabling clients to build on top of the technology and scale alongside their growth.
",https://www.form3.tech/,,Michael Mueller,Founder,,Michael Mueller,,$240.1M,0,,,,47.0,2015-12-31T20:30:00.000Z,,1720692350091x699263037449329200,,,,,,,,,,
,2024-07-17T14:28:17.659Z,2024-07-11T10:11:50.976Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720692600465x658093837174409900/nuim.jpeg,Nium,Nium is a leading fintech company providing innovative payment solutions and enabling seamless global transactions.,"1,001-5,000",https://www.crunchbase.com/organization/nium,https://www.linkedin.com/company/nium-global/,"Nium is a pioneering fintech company that specializes in offering innovative payment solutions. With a global presence, they facilitate seamless and secure cross-border transactions for businesses and consumers. Nium's platform supports various payment methods and currencies, providing flexibility and convenience to their users. They serve diverse industries, including e-commerce, travel, financial institutions, and more, empowering them with cutting-edge payment technology. Its modular platform powers frictionless commerce, helping businesses pay and get paid across the globe with services for pay-outs, pay-ins, card issuance, and banking-as-a-service. Once connected to the Nium platform, businesses are able to pay out in more than 100 currencies to over 190 countries - 85 of which in real time. Funds can be received in 27 markets, including Southeast Asia, UK, Hong Kong, Singapore, Australia, India, and the US. Nium's growing card issuance business is already available in 34 countries, including Europe (SEPA), the UK, Australia and Singapore. Nium's license portfolio covers 11 of the world's jurisdictions, enabling seamless global payments and rapid integration, regardless of geography.","Nium's technical expertise lies in developing advanced payment solutions that streamline cross-border payments platform for businesses and individuals. Their platform is built on robust infrastructure and incorporates modern encryption technologies for secure and efficient payment processing. The platform utilizes advanced technology to enable fast, secure, and cost-effective international money transfers, foreign currency exchange, and other related financial services.

Attributes

Cross-Border Payments: Nium's platform specializes in facilitating seamless cross-border payments for businesses and individuals.
Payment Solutions: They offer a wide range of payment solutions, including remittances, virtual cards, and merchant payouts.
Global Presence: Nium's services cover multiple countries and support various currencies, making them a truly global fintech player.
Payment Infrastructure: Their platform is built on a reliable and scalable infrastructure, ensuring smooth payment processing.
Security: Nium prioritizes the security of transactions and incorporates advanced encryption measures to protect user data and funds.
Multi-Currency Support: Nium enables transactions in multiple currencies, eliminating the need for currency conversions and reducing fees.",https://www.nium.com/,,Michael Bermingham,Founder,,Prajit Nanu,,$338M,0,,,,65.0,2014-12-31T19:30:00.000Z,,1720692710976x251042507934293500,Prajit Nanu,Pratik Gandhi,Co-founder,Founder,,,,,,
,2024-07-17T14:28:17.868Z,2024-07-11T10:27:19.181Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720693492281x327622804360203650/Sumsub.png,Sumsub ,Sumsub is a fintech company that provides identity verification and compliance solutions for businesses worldwide.,251-500,https://www.crunchbase.com/organization/sum-substance,https://www.linkedin.com/company/sumsub/,"Sumsub offers a platform for businesses to verify their customers' identities and stay compliant with regulations such as KYC (Know Your Customer) and AML (Anti-Money Laundering). Their platform uses machine learning and artificial intelligence to analyze data and detect fraudulent activity. Sumsub's solutions are designed to be easy to use and integrate into existing workflows, with a focus on improving customer experience and reducing risk.","Sumsub's technology allows businesses to verify their customers' identities and stay compliant with regulations such as KYC and AML. They offer a range of solutions for identity verification and compliance, including document verification, biometric verification, and risk assessment. Sumsub's platform is designed to be easy to use and integrate into existing workflows, with APIs and integrations available for a range of industries, including fintech, banking, and e-commerce.

Attributes:

Identity Verification: Sumsub provides a range of tools to verify users' identities, including document verification, biometric verification, and risk assessment.
AML Compliance: Sumsub helps businesses stay compliant with regulations such as AML (Anti-Money Laundering) by providing tools to collect and manage PII (Personally Identifiable Information) securely.
Machine Learning and Artificial Intelligence: Sumsub's platform uses machine learning and artificial intelligence to analyze data and detect fraudulent activity.
Customizable Workflows: Sumsub's platform offers customizable workflows to meet the specific needs of businesses. This can be useful for businesses that want to tailor their identity verification and compliance solutions to their unique needs.",https://sumsub.com/,Series B,Andrew Sever,Founder,,Andrew Sever,,$37.5M,0,,,,71.0,2014-12-31T19:30:00.000Z,,1720693639180x151869263044479780,Jacob Sever,Peter Sever,Founder,Founder,,Founder,Vyacheslav Zholudev,,,
,2024-07-17T14:28:17.951Z,2024-07-11T10:58:14.266Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720694751553x675638019935790700/paydock.png,Paydock,Paydock is a global payment orchestration platform that helps businesses manage and streamline their payment processes.,51-100,https://www.crunchbase.com/organization/paydock,https://www.linkedin.com/company/paydock/,"Paydock is a fintech company that specializes in payment orchestration, providing a platform for businesses to manage and optimize their payment processes. The company focuses on nurturing and developing individuals to help them grow their strengths.","Paydock's platform is designed to integrate with various payment gateways, payment methods, and financial institutions, allowing businesses to manage their payments in a single, unified interface. The platform supports multiple payment types, including credit cards, bank transfers, and digital wallets.

Tech Attributes:

Payment Orchestration: Paydock's platform orchestrates payment processes, ensuring seamless integration with various payment gateways and financial institutions.
Unified Payment Management: The platform provides a single interface for managing all payment methods, reducing complexity and improving efficiency.
Customizable Solutions: Paydock offers customizable solutions tailored to the specific needs of each business, enhancing flexibility and adaptability.
Real-Time Reporting: The platform provides real-time reporting, enabling businesses to track and analyze their payment transactions in detail.",https://paydock.com/,Series A,Robert Lincolne,Founder,,Robert Lincolne,,£25M,0,,,,71.0,2011-12-31T19:30:00.000Z,,1720695494265x357161581548373500,,,,,,,,,,
,2024-07-22T13:05:25.988Z,2024-07-11T13:52:33.004Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720706121377x729525712616063000/a_k_o_y_a_.png,Akoya,"Akoya transforms the way people share their data by making it more secure, private, reliable, and transparent.",101-250,https://www.crunchbase.com/organization/akoya,https://www.linkedin.com/company/akoyanetwork/about/,"Akoya is transforming the way consumers provide access to their data with increased security, privacy, and control over their information. Data aggregators, fintechs, and financial institutions need to only integrate once with the Akoya Data Access Network to securely exchange consumer-permissioned financial data. Akoya manages these relationships and serves as an interoperable solution available to the entire financial services industry. The Akoya Data Access Network is backed by 12 major North American financial institutions.  ","Akoya offers a platform providing secure, reliable financial data APIs for open finance. It ensures dependable data through OAuth-based connections, supports various financial accounts (deposits, credit cards, brokerage), and emphasizes security with SOC 2 Type II certification and compliance with NIST and FIPS-140. The platform is cost-effective, with an efficient pricing model and developer-friendly features, including extensive documentation and sandbox access.",https://akoya.com/,Seed,Stuart Rubinstein,Co-founder,"•	Secure Data Access

•	Comprehensive Account Coverage

•	Developer-Friendly

•	Reliable and Consistent Data

•	Cost-effective",,https://recipient.ddp.akoya.com/apps/sb/ugh6tqggyyouqhce2sd3bcc4o ,Unknown,0,,,,82.0,2018-02-01T09:25:00.000Z,,1720705953004x981525124971979600,Wilson D'Souza,,Co-founder,,,,,,,
,2024-07-22T13:02:54.104Z,2024-07-11T14:58:09.891Z,1720709859424x164762870747638530,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721653268583x578889768952610400/stripe.png,Stripe,"Stripe is a fintech company that provides financial and software services to companies with online businesses, enabling fast and secure online payments.","1,001-5,000",https://www.crunchbase.com/organization/stripe,https://www.linkedin.com/company/stripe,"Stripe, Inc. is an Irish-American financial services and software as a service (SaaS) company dual-headquartered in South San Francisco, California, United States and Dublin, Ireland. The company primarily offers payment processing software and application programming interfaces (APIs) for e-commerce websites and mobile applications. ","Stripe is a fintech company that offers a suite of APIs for online payment processing and commerce solutions. Its products power payments for online and in-person retailers, subscriptions businesses, software platforms, and marketplaces. Stripe's BaaS APIs and financial infrastructure offerings allow businesses to build new fintech offerings or embed financial services directly into their existing software. Stripe Treasury provides a flexible BaaS API to build a full-featured financial product for customers, while Stripe Identity lets businesses programmatically confirm the identity of global users to comply with Know Your Customer (KYC) regulations. Stripe's machine learning models train on billions of data points and help increase revenue across conversion, fraud, revenue recovery, and more. Stripe's systems operate with 99.99%+ uptime and are highly scalable and redundant. Stripe is certified to the highest compliance standards, making it the easiest and most flexible way for companies to build and launch their own full-featured, scalable fintech—whether it's payments, lending, cards, or bank account replacements.

Tech Attributes:

The platform’s software and APIs allows users to set prices for their products. This includes defining the currency to use, and the internal of payment, for example in the case of subscriptions
Move money between accounts by creating a Transfer object (as part of Connect) 
Manage subscriptions - by setting recurring billings, start a subscription in the future, and cancel current subscriptions
Multiple payment methods - users can choose from a range of payments, including by card (e.g. Mastercard, Visa, American Express), e-wallets (Apple Pay, WeChat Pay), and more",https://stripe.com,,John Collison,Co-founder,,,,$9.4B,0,,,,6.0,2009-12-31T19:30:00.000Z,[],1720709889458x992135613847437300,Patrick Collison,,Co-founder,,,,,False,,
,2024-07-17T14:28:18.161Z,2024-07-11T15:21:32.788Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720711260669x688397053103071440/ramp.png,Ramp,"Control spend, save time, and automate busywork with Ramp - the ultimate platform for modern finance teams.",251-500,https://www.crunchbase.com/organization/ramp-financial,https://www.linkedin.com/company/ramp,"Ramp is building the next generation of finance tools – from corporate cards and expense management, to bill payments and accounting integrations – designed to save businesses time and money with every click. Over 15,000 companies are spending an average of 3.5% less and closing their books 8x faster by switching to Ramp's finance automation platform. Founded in 2019, Ramp powers the fastest-growing corporate card in America and enables billions of dollars of purchases each year on the heels of nearly 10x year-over-year growth.
","Ramp is a finance automation platform that uses technology to help businesses control spend, save time, and automate busywork. The platform combines corporate cards with expense management, bill payments, vendor management, and more. Ramp's software is designed to be easy to use, even for employees who are not always connected to a computer. The platform can integrate with a company's existing systems, which can speed up the close at the end of the month. Ramp can also automatically categorize transactions to specific GL accounts, which can save time and reduce errors.
",https://ramp.com/,Series D,Eric Glyman,Founder,"Corporate cards 
Expense management 
Accounts payable 
Vendor management 
Working capital 
Mobile app ",Eric Glyman,,$1.8B ,0,,,,71.0,,,1720711292788x288915098465187800,Gene Lee,Karim Atiyeh,Founder,Founder,,,,,,
,2024-07-17T14:28:18.759Z,2024-07-11T15:39:29.119Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720712307906x790078682222961300/plaid__logo.png,Plaid,"Plaid is a fintech company that provides a platform for easy, safe, and reliable connection of financial data to apps and services.","501-1,000",https://www.crunchbase.com/organization/plaid,https://www.linkedin.com/company/plaid-/,"Plaid is a leading fintech company that specializes in building a secure and robust platform for connecting financial accounts to various applications and services. Their platform allows developers and businesses to access financial data from user accounts, enabling seamless integration with banking systems and financial services. Plaid's mission is to empower innovation in the financial sector by facilitating secure data sharing and enhancing the user experience across a wide range of financial applications.
","Plaid leverages technology to provide a platform for easy, safe, and reliable connection of financial data to apps and services. Their platform utilizes API-first network solutions that enable businesses to connect their customers' financial accounts securely and quickly. Plaid's technology enables businesses to reduce fraud, improve customer experience, and comply with regulatory requirements. Plaid's solutions are used by more than 7,000 apps and services, including finance, sharing economy, and online marketplaces, to provide secure and seamless customer experiences  .",https://plaid.com,Series D,William Hockey,Co-founder,"Data Connectivity: Plaid's platform provides APIs that enable developers to connect with thousands of financial institutions, accessing transaction data and account information securely.

Financial Data Aggregation: The company's technology aggregates and normalizes financial data, allowing businesses to gain insights and analyze user spending patterns.

Identity Verification: Plaid's platform supports identity verification, helping businesses ensure the authenticity of their users and mitigate fraud risk.

ACH Transfers: Plaid enables ACH transfers, allowing businesses to facilitate bank-to-bank transfers and payments efficiently.

Risk Assessment: Plaid's technology includes risk assessment tools, assisting businesses in evaluating creditworthiness and making data-driven decisions for lending and other financial services.",Zachary Perret,https://plaid.com/docs/ ,$734.3M,0,,,,82.0,2013-02-05T18:24:00.000Z,,1720712369119x847089788716742100,Zachary Perret,,Co-founder,,,,,,,
,2024-07-17T14:28:18.834Z,2024-07-11T15:51:21.987Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720713075337x727438371418486000/verafin_logo.png,Verafin,"Verafin offers a fraud and AML detection platform that helps detect, investigate, and report money laundering and financial fraud.","501-1,000",https://www.crunchbase.com/organization/verafin,https://www.linkedin.com/company/verafin/,"Verafin is the industry leader in financial crime management, providing a cloud-based software platform for Fraud Detection and Management, BSA/AML Compliance and Management, High-Risk Customer Management and Information Sharing. 3500 banks and credit unions use Verafin to fight crime.
Leveraging its unique big data intelligence, visual storytelling and collaborative investigation capabilities, Verafin significantly reduces false positive alerts, delivers context-rich insights and streamlines the daunting BSA/AML compliance processes that financial institutions face today.","Verafin is a cloud-based, secure software platform that helps financial institutions fight financial crime and comply with regulatory requirements. ",https://verafin.com/,Private Equity,Brendan Brothers,Founder,"Fraud Detection and Management
 
BSA/AML Compliance and Management
 
High -Risk Cousromer Management
 
Enterprise reporting
 
Automated Regulatory Reporting
 
Integrated Case Management",,,$454M,0,,,,76.0,2003-11-05T12:18:00.000Z,,1720713081987x773305678921006200,Raymond Pretty,,Founder,,,,,,,
,2024-07-17T14:28:19.202Z,2024-07-11T16:03:02.109Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720713764484x938188140873894100/bottomline_payments_logo.png,Bottomline,Bottomline Technologies is a global provider of software and services that help businesses and financial institutions automate and streamline their payments and processes.,"1,001-5,000","
https://www.crunchbase.com/organization/bottomline-technologies",https://www.linkedin.com/company/bottomline-payments/about/,"Bottomline Technologies leads in adopting advanced technologies, APIs, and machine learning to empower financial institutions, enhancing services and customer experiences. Their innovative aggregation technology connects seamlessly to global payment networks, schemes, and counterparties, streamlining operations with end-to-end transaction lifecycle management. They offer pioneering overlay services, fostering business growth and strategic partnerships for a competitive advantage, alongside state-of-the-art fraud protection and risk management tools ensuring top-notch financial transaction security.","Bottomline Technologies is a fintech company with a focus on cloud-based payment automation solutions for businesses, financial institutions, and legal sectors. Bottomline Technologies aim to simplify complex business payments through streamlined payment cycles, optimized financial messaging flows, and advanced AI-based fraud detection. The company's guiding principles include a commitment to customer delight, fostering teamwork, and maintaining a culture of pride in their work. Additionally, they have subsidiaries like Nexus Systems, which provides business productivity software, further enhancing their comprehensive suite of offerings.",https://www.bottomline.com/,Private Equity,Robert A. Eberle,Founder,"Payments & Cash Aggregator

Messaging & Connectivity Aggregator

Securities Aggregator

Fraud & Financial Crime

Data & Analytics",,,$5M ,0,,,,76.0,1989-05-05T09:25:00.000Z,,1720713782108x955864559339709400,,,,,,,,,,
,2024-07-17T14:28:19.159Z,2024-07-11T16:12:31.830Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1720714295399x123126523281169580/trullio.png,Trulioo,"Trulioo is a leading global identity and business verification provider specializing in AML, KYC, and KYB compliance.",101-250,https://www.crunchbase.com/organization/trulioo,https://www.linkedin.com/company/trulioo/about/,"Trulioo is dedicated to verifying the identity of anyone and any business around the world. The company’s identity platform drives global growth for organizations by helping them navigate the challenges of compliance and providing real-time verification of more than 5 billion people and 300 million businesses worldwide. By leveraging world-class technology designed to make identity verification faster and more efficient, Trulioo is opening the door to the digital economy for everyone on the planet.","Trulioo operates a digital identity network that provides instant online identity, document, and business verification services.",https://www.trulioo.com/,Series D,Stephen Ufford,Founder,,Steve Munford,https://developer.trulioo.com/,$474.8M ,0,,,,76.0,2011-05-05T10:38:00.000Z,,1720714351830x716943067875495300,Tanis Jorge,,Founder,,,,,,,
,2024-07-17T14:28:19.484Z,2024-07-15T09:25:53.406Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721035546060x757402378617477800/formfree.png,FormFree,FormFree is a SaaS company that specializes in helping financial institutions assess customers’ ability to pay.,101-250,https://www.crunchbase.com/organization/formfree,https://www.linkedin.com/company/formfree/about/,"FormFree helps lenders understand credit risk like never before with its patented Passport® product, which opens doors to more inclusive credit decisioning by revealing each customer’s true ability to pay (ATP®), and patent-pending Residual Knowledge Income Index™ (RIKI™), an innovative method for evaluating consumer creditworthiness based on residual income analysis.","Their mission is to democratize lending for all people without bias. Consumers face market barriers due to biased lending practices. With Passport® and RIKI®, consumers can access the credit market with anonymized data regarding their ability to pay and establishing their borrowing power. They’re putting the power back in the hands of consumers bygiving them the ability to control their financial DNA.",https://formfree.com/,Convertible Note,Brent Chandler,Founder,"Alternative Credit Data
Financial Inclusion
Risk Modeling
Risk Management
Blockchain",Brent Chandler,,$1.6M,0,,,,76.0,2008-05-21T18:41:00.000Z,,1721035553406x347435478482960960,,,,,,,,,,
,2024-07-22T12:45:50.799Z,2024-07-15T09:41:38.750Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721036232320x110287937388378940/finicity_logo.png,Finicity (Mastercard company),"Finicity provides open banking services, real-time financial data access and insights.","501-1,000",https://www.crunchbase.com/organization/finicity,https://www.linkedin.com/company/finicity/about/,"Finicity, a Mastercard company, helps individuals, families, and organizations make smarter financial decisions through safe and secure access to fast, high-quality data. Their trusted and proven open banking platform empowers consumers and small and midsize enterprises with control over their financial data, transforming the way we experience money for everything from budgeting and payments to investing and lending. ","Finicity is a developer of a real-time financial data aggregation and insight platform used to drive financial decision making. It aims to help individuals, families, and organizations make smarter financial decisions through safe and secure access to fast, high-quality data. The company, which launched its first financial product in 2000, has since grown to provide financial data APIs, credit decisioning tools, and financial wellness solutions.
",https://www.finicity.com/,Series B,Nicholas Thomas,Founder,"Data Aggregation Services
Transaction Intelligence
API Analytics
Credit Decisioning
Open Banking",,https://developer.mastercard.com/open-banking-us/documentation/,$79.9M,0,,,,82.0,2000-05-21T12:22:00.000Z,,1721036498750x388843698062482100,Steven Smith,Warren Rosner,Founder,Founder,,,,,,
,2024-07-17T14:28:19.809Z,2024-07-15T09:55:59.519Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721036904157x384723762617247300/equifax_credit_information_services_pvt_ltd_logo.png,Equifax ,Driving more informed decisions to deliver exceptional outcomes.,"1,001-5,000",https://www.crunchbase.com/organization/equifax-4235,https://www.linkedin.com/company/equifax/about/,"As a global data, analytics, and technology company, they play an essential role in the global economy by helping financial institutions, companies, employers, and government agencies make critical decisions with greater confidence. Their unique blend of differentiated data, analytics, and cloud technology drives insights to power decisions to move people forward.","Equifax is a global data, analytics, and technology company. They serve as a consumer advocate, steward of financial literacy, and champions of economic advancement. They help individuals gain financial independence by increasing access to capital for small businesses. It is an innovative global company that enables access to credit.
",https://www.equifax.co.uk/,Unknown,Jerica Richardson,Founder,"Risk Modeling
Fraud Prevention
Credit Reporting
Marketing Data
Identity Protection
",,,Unknown,0,,,,71.0,,,1721037359519x587292192724088400,Will Kern,,Founder,,,,,,,
,2024-07-17T14:28:19.841Z,2024-07-15T11:01:39.500Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721037879173x513312955391047200/experian_logo.png,Experian,Experian is a data analytics and consumer credit reporting company.,"1,001-5,000",https://www.crunchbase.com/organization/experian,https://www.linkedin.com/company/experian/about/,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. ","Experian plc is a global information services company that helps individuals and businesses manage their data. It provides services such as credit reporting, data analytics, and decisioning tools to enable financial and identity management, fraud detection, and marketing targeting. Experian operates in various sectors, including financial services, healthcare, and public service, with a focus on using data and technology to improve financial health and support sustainable growth.
",https://www.experianplc.com/,Unknown,Dan Hegarty,Founder,"Data Management
Risk Management
Predictive Analytics
Fraud
Lending Data
",,,Unknown,0,,,,76.0,1980-05-21T06:54:00.000Z,,1721041299500x536311078188544500,,,,,,,,,,
,2024-07-17T14:28:20.061Z,2024-07-15T11:08:38.616Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721041467132x142804664859421890/pointserv.png,PointServ,PointServ offers financial document preparation and verification services.,11-50,https://www.crunchbase.com/organization/pointserv,https://www.linkedin.com/company/pointserv/about/,"PointServ was co-founded in 2009 by two accomplished mortgage and tech professionals with a vision to create a more efficient loan origination process. Their executive team has over 20 years of experience building innovative mortgage technology solutions. PointServ’s proprietary technology directly sources all financial documents needed for a loan, eliminating fraud while creating a better experience for your customer.

By providing direct access to borrowers’ financial data, PointServ serves banks and lenders in a growing number of consumer finance verticals including: Mortgage, Small Business, Credit Cards, Student Loans, Auto finance and Personal Lending.","PointServ offers a comprehensive digital solution for lenders by providing instant access to borrower financial data, including assets, income, and employment verifications. Utilizing direct data connections, AI integration, and automation, PointServ streamlines the verification process, ensuring faster turnaround times and compliance with industry standards.


",https://www.pointserv.com/,Unknown,,,,,,Unknown,0,,,,71.0,2009-11-21T18:22:00.000Z,,1721041718616x881226227492429200,,,,,,,,,,
,2024-07-17T14:28:20.290Z,2024-07-15T11:27:01.228Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721042614850x774848208174450300/debt_debbie_logo.png,Debbie,"The rewards platform for debt payoff. Building a debt-freedom platform for borrowers, by borrowers.",1-10,https://www.crunchbase.com/organization/debbie,https://www.linkedin.com/company/debbie-rewards/about/,"Debbie partners with mission-aligned financial institutions to acquire and engage young consumers on their path to financial health. 

Debbie is building the first debt payoff + savings product that rewards borrowers for paying down their debt by incorporating automatic APR savings as they improve their financial habits. Unlike incumbent debt consolidation or financial health products, Debbie uses positive reinforcement and financial incentives to improve the underlying negativefinancial behavior at the root of the vicious debt cycle and seamlessly transitions customers to aspirational wealth-building products (savings, investing, etc).
","Debbie is a financial app that helps users save money and pay off debt by offering rewards. Users can set financial goals, link accounts to track progress, and earn cash for reaching milestones. The program is psychology-based, promoting good financial habits through challenges and tips. It partners with financial institutions, which sponsor the rewards and offer better rates for refinancing high-interest debt. Debbie is free to use and generates revenue through partnerships with financial institutions and referrals to financial products.",https://www.joindebbie.com/,Unknown,Frida Leibowitz,Co-founder,"Account Aggregation
Goal Setting
Rewards System
Psychological Insights
Data Security
",,,$2.7M,0,,,,76.0,2021-02-25T08:55:00.000Z,,1721042821228x324531205701494850,Rachel Lauren,,Founder,,,,,,,
